community_area,year,primary_type,count
60,2017,SEX OFFENSE,15
60,2017,THEFT,379
60,2017,WEAPONS VIOLATION,16
60,2018,ARSON,2
60,2018,ASSAULT,125
60,2018,BATTERY,240
60,2018,BURGLARY,117
60,2018,CRIM SEXUAL ASSAULT,10
60,2018,CRIMINAL DAMAGE,232
60,2018,CRIMINAL TRESPASS,43
60,2018,DECEPTIVE PRACTICE,154
60,2018,INTERFERENCE WITH PUBLIC OFFICER,3
60,2018,INTIMIDATION,1
60,2018,KIDNAPPING,1
60,2018,LIQUOR LAW VIOLATION,2
60,2018,MOTOR VEHICLE THEFT,64
60,2018,NARCOTICS,30
60,2018,OFFENSE INVOLVING CHILDREN,8
60,2018,OTHER OFFENSE,101
60,2018,PROSTITUTION,1
60,2018,PUBLIC PEACE VIOLATION,6
60,2018,ROBBERY,34
60,2018,SEX OFFENSE,5
60,2018,THEFT,312
60,2018,WEAPONS VIOLATION,21
61,2010,ARSON,15
61,2010,ASSAULT,513
61,2010,BATTERY,1606
61,2010,BURGLARY,490
61,2010,CRIM SEXUAL ASSAULT,21
61,2010,CRIMINAL DAMAGE,791
61,2010,CRIMINAL TRESPASS,136
61,2010,DECEPTIVE PRACTICE,151
61,2010,GAMBLING,25
61,2010,HOMICIDE,11
61,2010,INTERFERENCE WITH PUBLIC OFFICER,31
61,2010,INTIMIDATION,2
61,2010,KIDNAPPING,5
61,2010,LIQUOR LAW VIOLATION,25
61,2010,MOTOR VEHICLE THEFT,515
61,2010,NARCOTICS,1233
61,2010,OFFENSE INVOLVING CHILDREN,75
61,2010,OTHER OFFENSE,426
61,2010,PROSTITUTION,53
61,2010,PUBLIC PEACE VIOLATION,91
61,2010,ROBBERY,208
61,2010,SEX OFFENSE,19
61,2010,STALKING,3
61,2010,THEFT,1138
61,2010,WEAPONS VIOLATION,158
61,2011,ARSON,24
61,2011,ASSAULT,485
61,2011,BATTERY,1510
61,2011,BURGLARY,569
61,2011,CRIM SEXUAL ASSAULT,31
61,2011,CRIMINAL DAMAGE,793
61,2011,CRIMINAL TRESPASS,177
61,2011,DECEPTIVE PRACTICE,156
61,2011,GAMBLING,41
61,2011,HOMICIDE,14
61,2011,INTERFERENCE WITH PUBLIC OFFICER,58
61,2011,INTIMIDATION,4
61,2011,KIDNAPPING,6
61,2011,LIQUOR LAW VIOLATION,11
61,2011,MOTOR VEHICLE THEFT,459
61,2011,NARCOTICS,1264
61,2011,OFFENSE INVOLVING CHILDREN,65
61,2011,OTHER OFFENSE,379
61,2011,PROSTITUTION,116
61,2011,PUBLIC PEACE VIOLATION,78
61,2011,ROBBERY,226
61,2011,SEX OFFENSE,27
61,2011,STALKING,1
61,2011,THEFT,1106
61,2011,WEAPONS VIOLATION,133
61,2012,ARSON,11
61,2012,ASSAULT,493
61,2012,BATTERY,1412
61,2012,BURGLARY,450
61,2012,CRIM SEXUAL ASSAULT,21
61,2012,CRIMINAL DAMAGE,697
61,2012,CRIMINAL TRESPASS,119
61,2012,DECEPTIVE PRACTICE,156
61,2012,GAMBLING,11
61,2012,HOMICIDE,24
61,2012,INTERFERENCE WITH PUBLIC OFFICER,44
61,2012,INTIMIDATION,3
61,2012,KIDNAPPING,3
61,2012,LIQUOR LAW VIOLATION,25
61,2012,MOTOR VEHICLE THEFT,304
61,2012,NARCOTICS,1013
61,2012,NON-CRIMINAL (SUBJECT SPECIFIED),1
61,2012,OBSCENITY,1
61,2012,OFFENSE INVOLVING CHILDREN,51
61,2012,OTHER OFFENSE,297
61,2012,PROSTITUTION,43
61,2012,PUBLIC INDECENCY,1
61,2012,PUBLIC PEACE VIOLATION,91
61,2012,ROBBERY,219
61,2012,SEX OFFENSE,20
61,2012,THEFT,1140
61,2012,WEAPONS VIOLATION,165
61,2013,ARSON,14
61,2013,ASSAULT,418
61,2013,BATTERY,1237
61,2013,BURGLARY,286
61,2013,CRIM SEXUAL ASSAULT,30
61,2013,CRIMINAL DAMAGE,606
61,2013,CRIMINAL TRESPASS,123
61,2013,DECEPTIVE PRACTICE,152
61,2013,GAMBLING,6
61,2013,HOMICIDE,13
61,2013,INTERFERENCE WITH PUBLIC OFFICER,33
61,2013,INTIMIDATION,4
61,2013,KIDNAPPING,6
61,2013,LIQUOR LAW VIOLATION,15
61,2013,MOTOR VEHICLE THEFT,184
61,2013,NARCOTICS,821
61,2013,OFFENSE INVOLVING CHILDREN,53
61,2013,OTHER OFFENSE,332
61,2013,PROSTITUTION,23
61,2013,PUBLIC PEACE VIOLATION,120
61,2013,ROBBERY,177
61,2013,SEX OFFENSE,22
61,2013,THEFT,1218
61,2013,WEAPONS VIOLATION,111
61,2014,ARSON,12
61,2014,ASSAULT,383
61,2014,BATTERY,1134
61,2014,BURGLARY,260
61,2014,CRIM SEXUAL ASSAULT,26
61,2014,CRIMINAL DAMAGE,581
61,2014,CRIMINAL TRESPASS,104
61,2014,DECEPTIVE PRACTICE,190
61,2014,GAMBLING,8
61,2014,HOMICIDE,15
61,2014,INTERFERENCE WITH PUBLIC OFFICER,37
61,2014,KIDNAPPING,4
61,2014,LIQUOR LAW VIOLATION,7
61,2014,MOTOR VEHICLE THEFT,195
61,2014,NARCOTICS,545
61,2014,OBSCENITY,1
61,2014,OFFENSE INVOLVING CHILDREN,49
61,2014,OTHER OFFENSE,282
61,2014,PROSTITUTION,1
61,2014,PUBLIC PEACE VIOLATION,70
61,2014,ROBBERY,212
61,2014,SEX OFFENSE,16
61,2014,STALKING,1
61,2014,THEFT,1046
61,2014,WEAPONS VIOLATION,86
61,2015,ARSON,10
61,2015,ASSAULT,372
61,2015,BATTERY,1053
61,2015,BURGLARY,256
61,2015,CRIM SEXUAL ASSAULT,20
61,2015,CRIMINAL DAMAGE,519
61,2015,CRIMINAL TRESPASS,76
61,2015,DECEPTIVE PRACTICE,194
61,2015,GAMBLING,6
61,2015,HOMICIDE,17
61,2015,INTERFERENCE WITH PUBLIC OFFICER,32
61,2015,INTIMIDATION,7
61,2015,KIDNAPPING,4
61,2015,LIQUOR LAW VIOLATION,9
61,2015,MOTOR VEHICLE THEFT,160
61,2015,NARCOTICS,590
61,2015,OFFENSE INVOLVING CHILDREN,37
61,2015,OTHER OFFENSE,387
61,2015,PROSTITUTION,33
61,2015,PUBLIC INDECENCY,1
61,2015,PUBLIC PEACE VIOLATION,45
61,2015,ROBBERY,182
61,2015,SEX OFFENSE,18
61,2015,STALKING,3
61,2015,THEFT,859
61,2015,WEAPONS VIOLATION,107
61,2016,ARSON,17
61,2016,ASSAULT,437
61,2016,BATTERY,1095
61,2016,BURGLARY,303
61,2016,CRIM SEXUAL ASSAULT,36
61,2016,CRIMINAL DAMAGE,560
61,2016,CRIMINAL TRESPASS,80
61,2016,DECEPTIVE PRACTICE,198
61,2016,GAMBLING,3
61,2016,HOMICIDE,42
61,2016,INTERFERENCE WITH PUBLIC OFFICER,31
61,2016,INTIMIDATION,8
61,2016,KIDNAPPING,3
61,2016,LIQUOR LAW VIOLATION,4
61,2016,MOTOR VEHICLE THEFT,192
61,2016,NARCOTICS,316
61,2016,NON-CRIMINAL,1
61,2016,OBSCENITY,1
61,2016,OFFENSE INVOLVING CHILDREN,54
61,2016,OTHER NARCOTIC VIOLATION,1
61,2016,OTHER OFFENSE,361
61,2016,PROSTITUTION,2
61,2016,PUBLIC PEACE VIOLATION,29
61,2016,ROBBERY,260
61,2016,SEX OFFENSE,28
61,2016,STALKING,3
61,2016,THEFT,762
61,2016,WEAPONS VIOLATION,109
61,2017,ARSON,22
61,2017,ASSAULT,414
61,2017,BATTERY,1038
61,2017,BURGLARY,192
61,2017,CONCEALED CARRY LICENSE VIOLATION,1
61,2017,CRIM SEXUAL ASSAULT,25
61,2017,CRIMINAL DAMAGE,507
61,2017,CRIMINAL TRESPASS,95
61,2017,DECEPTIVE PRACTICE,178
61,2017,HOMICIDE,18
61,2017,INTERFERENCE WITH PUBLIC OFFICER,42
61,2017,INTIMIDATION,4
61,2017,KIDNAPPING,2
61,2017,LIQUOR LAW VIOLATION,5
61,2017,MOTOR VEHICLE THEFT,202
61,2017,NARCOTICS,234
61,2017,NON-CRIMINAL,2
61,2017,OBSCENITY,4
61,2017,OFFENSE INVOLVING CHILDREN,56
61,2017,OTHER OFFENSE,363
61,2017,PROSTITUTION,2
61,2017,PUBLIC INDECENCY,1
61,2017,PUBLIC PEACE VIOLATION,28
61,2017,ROBBERY,211
61,2017,SEX OFFENSE,19
61,2017,STALKING,11
61,2017,THEFT,830
61,2017,WEAPONS VIOLATION,140
61,2018,ARSON,22
61,2018,ASSAULT,439
61,2018,BATTERY,922
61,2018,BURGLARY,184
61,2018,CRIM SEXUAL ASSAULT,25
61,2018,CRIMINAL DAMAGE,451
61,2018,CRIMINAL TRESPASS,76
61,2018,DECEPTIVE PRACTICE,193
61,2018,GAMBLING,1
61,2018,HOMICIDE,23
61,2018,HUMAN TRAFFICKING,1
61,2018,INTERFERENCE WITH PUBLIC OFFICER,32
61,2018,INTIMIDATION,2
61,2018,KIDNAPPING,3
61,2018,LIQUOR LAW VIOLATION,2
61,2018,MOTOR VEHICLE THEFT,141
61,2018,NARCOTICS,199
61,2018,OBSCENITY,1
61,2018,OFFENSE INVOLVING CHILDREN,53
61,2018,OTHER OFFENSE,315
61,2018,PROSTITUTION,1
61,2018,PUBLIC PEACE VIOLATION,20
61,2018,ROBBERY,162
61,2018,SEX OFFENSE,30
61,2018,STALKING,2
61,2018,THEFT,802
61,2018,WEAPONS VIOLATION,124
62,2010,ARSON,2
62,2010,ASSAULT,73
62,2010,BATTERY,182
62,2010,BURGLARY,160
62,2010,CRIM SEXUAL ASSAULT,6
62,2010,CRIMINAL DAMAGE,221
62,2010,CRIMINAL TRESPASS,24
62,2010,DECEPTIVE PRACTICE,59
62,2010,GAMBLING,1
62,2010,HOMICIDE,2
62,2010,KIDNAPPING,3
62,2010,LIQUOR LAW VIOLATION,3
62,2010,MOTOR VEHICLE THEFT,106
62,2010,NARCOTICS,88
62,2010,OBSCENITY,1
62,2010,OFFENSE INVOLVING CHILDREN,12
62,2010,OTHER OFFENSE,68
62,2010,PUBLIC PEACE VIOLATION,21
62,2010,ROBBERY,65
62,2010,SEX OFFENSE,10
62,2010,STALKING,1
62,2010,THEFT,278
62,2010,WEAPONS VIOLATION,9
62,2011,ARSON,1
62,2011,ASSAULT,67
62,2011,BATTERY,187
62,2011,BURGLARY,179
62,2011,CRIM SEXUAL ASSAULT,5
62,2011,CRIMINAL DAMAGE,252
62,2011,CRIMINAL TRESPASS,19
62,2011,DECEPTIVE PRACTICE,45
62,2011,GAMBLING,1
62,2011,INTERFERENCE WITH PUBLIC OFFICER,1
62,2011,KIDNAPPING,1
62,2011,LIQUOR LAW VIOLATION,4
62,2011,MOTOR VEHICLE THEFT,88
62,2011,NARCOTICS,80
62,2011,OBSCENITY,1
62,2011,OFFENSE INVOLVING CHILDREN,11
62,2011,OTHER OFFENSE,119
62,2011,PUBLIC PEACE VIOLATION,16
62,2011,ROBBERY,67
62,2011,SEX OFFENSE,7
62,2011,STALKING,1
62,2011,THEFT,326
62,2011,WEAPONS VIOLATION,10
62,2012,ARSON,4
62,2012,ASSAULT,65
62,2012,BATTERY,181
62,2012,BURGLARY,129
62,2012,CRIM SEXUAL ASSAULT,3
62,2012,CRIMINAL DAMAGE,249
62,2012,CRIMINAL TRESPASS,24
62,2012,DECEPTIVE PRACTICE,55
62,2012,HOMICIDE,1
62,2012,INTERFERENCE WITH PUBLIC OFFICER,4
62,2012,LIQUOR LAW VIOLATION,5
62,2012,MOTOR VEHICLE THEFT,94
62,2012,NARCOTICS,85
62,2012,OFFENSE INVOLVING CHILDREN,14
62,2012,OTHER OFFENSE,61
62,2012,PUBLIC PEACE VIOLATION,19
62,2012,ROBBERY,62
62,2012,SEX OFFENSE,7
62,2012,STALKING,5
62,2012,THEFT,293
62,2012,WEAPONS VIOLATION,8
62,2013,ARSON,1
62,2013,ASSAULT,63
62,2013,BATTERY,155
62,2013,BURGLARY,125
62,2013,CRIM SEXUAL ASSAULT,2
62,2013,CRIMINAL DAMAGE,200
62,2013,CRIMINAL TRESPASS,25
62,2013,DECEPTIVE PRACTICE,54
62,2013,INTERFERENCE WITH PUBLIC OFFICER,2
62,2013,INTIMIDATION,1
62,2013,LIQUOR LAW VIOLATION,2
62,2013,MOTOR VEHICLE THEFT,89
62,2013,NARCOTICS,76
62,2013,OFFENSE INVOLVING CHILDREN,7
62,2013,OTHER OFFENSE,69
62,2013,PUBLIC PEACE VIOLATION,9
62,2013,ROBBERY,43
62,2013,SEX OFFENSE,8
62,2013,STALKING,1
62,2013,THEFT,355
62,2013,WEAPONS VIOLATION,7
62,2014,ASSAULT,47
62,2014,BATTERY,123
62,2014,BURGLARY,100
62,2014,CRIM SEXUAL ASSAULT,3
62,2014,CRIMINAL DAMAGE,165
62,2014,CRIMINAL TRESPASS,21
62,2014,DECEPTIVE PRACTICE,81
62,2014,INTERFERENCE WITH PUBLIC OFFICER,3
62,2014,MOTOR VEHICLE THEFT,64
62,2014,NARCOTICS,47
62,2014,OFFENSE INVOLVING CHILDREN,5
62,2014,OTHER OFFENSE,63
62,2014,PUBLIC PEACE VIOLATION,19
62,2014,ROBBERY,40
62,2014,SEX OFFENSE,7
62,2014,THEFT,221
62,2014,WEAPONS VIOLATION,7
62,2015,ARSON,6
62,2015,ASSAULT,56
62,2015,BATTERY,133
62,2015,BURGLARY,79
62,2015,CRIM SEXUAL ASSAULT,5
62,2015,CRIMINAL DAMAGE,153
62,2015,CRIMINAL TRESPASS,24
62,2015,DECEPTIVE PRACTICE,73
62,2015,GAMBLING,1
62,2015,HOMICIDE,3
62,2015,INTERFERENCE WITH PUBLIC OFFICER,3
62,2015,KIDNAPPING,4
62,2015,LIQUOR LAW VIOLATION,1
62,2015,MOTOR VEHICLE THEFT,60
62,2015,NARCOTICS,50
62,2015,OFFENSE INVOLVING CHILDREN,8
62,2015,OTHER OFFENSE,61
62,2015,PROSTITUTION,1
62,2015,PUBLIC PEACE VIOLATION,18
62,2015,ROBBERY,49
62,2015,SEX OFFENSE,8
62,2015,THEFT,232
62,2015,WEAPONS VIOLATION,9
62,2016,ARSON,4
62,2016,ASSAULT,49
62,2016,BATTERY,142
62,2016,BURGLARY,136
62,2016,CRIM SEXUAL ASSAULT,1
62,2016,CRIMINAL DAMAGE,171
62,2016,CRIMINAL TRESPASS,31
62,2016,DECEPTIVE PRACTICE,74
62,2016,HOMICIDE,6
62,2016,INTERFERENCE WITH PUBLIC OFFICER,1
62,2016,INTIMIDATION,1
62,2016,KIDNAPPING,1
62,2016,MOTOR VEHICLE THEFT,63
62,2016,NARCOTICS,17
62,2016,OBSCENITY,2
62,2016,OFFENSE INVOLVING CHILDREN,10
62,2016,OTHER OFFENSE,67
62,2016,PUBLIC INDECENCY,1
62,2016,PUBLIC PEACE VIOLATION,7
62,2016,ROBBERY,60
62,2016,SEX OFFENSE,3
62,2016,STALKING,1
62,2016,THEFT,237
62,2016,WEAPONS VIOLATION,11
62,2017,ARSON,2
62,2017,ASSAULT,52
62,2017,BATTERY,135
62,2017,BURGLARY,94
62,2017,CRIM SEXUAL ASSAULT,6
62,2017,CRIMINAL DAMAGE,166
62,2017,CRIMINAL TRESPASS,19
62,2017,DECEPTIVE PRACTICE,74
62,2017,HOMICIDE,1
62,2017,INTIMIDATION,1
62,2017,MOTOR VEHICLE THEFT,55
62,2017,NARCOTICS,19
62,2017,OBSCENITY,1
62,2017,OFFENSE INVOLVING CHILDREN,5
62,2017,OTHER OFFENSE,70
62,2017,PUBLIC PEACE VIOLATION,4
62,2017,ROBBERY,63
62,2017,SEX OFFENSE,7
62,2017,STALKING,1
62,2017,THEFT,235
62,2017,WEAPONS VIOLATION,7
62,2018,ASSAULT,58
62,2018,BATTERY,135
62,2018,BURGLARY,103
62,2018,CRIM SEXUAL ASSAULT,2
62,2018,CRIMINAL DAMAGE,122
62,2018,CRIMINAL TRESPASS,19
62,2018,DECEPTIVE PRACTICE,71
62,2018,HOMICIDE,2
62,2018,INTERFERENCE WITH PUBLIC OFFICER,3
62,2018,KIDNAPPING,1
62,2018,LIQUOR LAW VIOLATION,2
62,2018,MOTOR VEHICLE THEFT,41
62,2018,NARCOTICS,24
62,2018,OFFENSE INVOLVING CHILDREN,14
62,2018,OTHER OFFENSE,84
62,2018,PUBLIC PEACE VIOLATION,2
62,2018,ROBBERY,27
62,2018,SEX OFFENSE,3
62,2018,STALKING,1
62,2018,THEFT,283
62,2018,WEAPONS VIOLATION,18
63,2010,ARSON,18
63,2010,ASSAULT,221
63,2010,BATTERY,649
63,2010,BURGLARY,306
63,2010,CRIM SEXUAL ASSAULT,22
63,2010,CRIMINAL DAMAGE,539
63,2010,CRIMINAL TRESPASS,51
63,2010,DECEPTIVE PRACTICE,59
63,2010,GAMBLING,5
63,2010,HOMICIDE,8
63,2010,INTERFERENCE WITH PUBLIC OFFICER,7
63,2010,INTIMIDATION,3
63,2010,KIDNAPPING,5
63,2010,LIQUOR LAW VIOLATION,9
63,2010,MOTOR VEHICLE THEFT,366
63,2010,NARCOTICS,486
63,2010,OFFENSE INVOLVING CHILDREN,47
63,2010,OTHER OFFENSE,238
63,2010,PROSTITUTION,10
63,2010,PUBLIC PEACE VIOLATION,66
63,2010,ROBBERY,190
63,2010,SEX OFFENSE,13
63,2010,STALKING,3
63,2010,THEFT,556
63,2010,WEAPONS VIOLATION,68
63,2011,ARSON,16
63,2011,ASSAULT,186
63,2011,BATTERY,604
63,2011,BURGLARY,260
63,2011,CRIM SEXUAL ASSAULT,15
63,2011,CRIMINAL DAMAGE,529
63,2011,CRIMINAL TRESPASS,51
63,2011,DECEPTIVE PRACTICE,73
63,2011,GAMBLING,5
63,2011,HOMICIDE,7
63,2011,INTERFERENCE WITH PUBLIC OFFICER,17
63,2011,INTIMIDATION,4
63,2011,KIDNAPPING,3
63,2011,LIQUOR LAW VIOLATION,13
63,2011,MOTOR VEHICLE THEFT,383
63,2011,NARCOTICS,420
63,2011,OFFENSE INVOLVING CHILDREN,52
63,2011,OTHER OFFENSE,191
63,2011,PROSTITUTION,19
63,2011,PUBLIC PEACE VIOLATION,89
63,2011,ROBBERY,117
63,2011,SEX OFFENSE,20
63,2011,THEFT,606
63,2011,WEAPONS VIOLATION,61
63,2012,ARSON,8
63,2012,ASSAULT,166
63,2012,BATTERY,541
63,2012,BURGLARY,218
63,2012,CRIM SEXUAL ASSAULT,18
63,2012,CRIMINAL DAMAGE,441
63,2012,CRIMINAL TRESPASS,69
63,2012,DECEPTIVE PRACTICE,85
63,2012,GAMBLING,1
63,2012,HOMICIDE,7
63,2012,INTERFERENCE WITH PUBLIC OFFICER,10
63,2012,INTIMIDATION,2
63,2012,KIDNAPPING,1
63,2012,LIQUOR LAW VIOLATION,11
63,2012,MOTOR VEHICLE THEFT,318
63,2012,NARCOTICS,290
63,2012,OFFENSE INVOLVING CHILDREN,31
63,2012,OTHER OFFENSE,170
63,2012,PROSTITUTION,11
63,2012,PUBLIC PEACE VIOLATION,68
63,2012,ROBBERY,143
63,2012,SEX OFFENSE,28
63,2012,STALKING,1
63,2012,THEFT,564
63,2012,WEAPONS VIOLATION,42
63,2013,ARSON,3
63,2013,ASSAULT,144
63,2013,BATTERY,488
63,2013,BURGLARY,188
63,2013,CRIM SEXUAL ASSAULT,17
63,2013,CRIMINAL DAMAGE,381
63,2013,CRIMINAL TRESPASS,49
63,2013,DECEPTIVE PRACTICE,80
63,2013,HOMICIDE,9
63,2013,INTERFERENCE WITH PUBLIC OFFICER,8
63,2013,INTIMIDATION,1
63,2013,KIDNAPPING,3
63,2013,LIQUOR LAW VIOLATION,6
63,2013,MOTOR VEHICLE THEFT,189
63,2013,NARCOTICS,260
63,2013,OBSCENITY,3
63,2013,OFFENSE INVOLVING CHILDREN,32
63,2013,OTHER OFFENSE,175
63,2013,PROSTITUTION,1
63,2013,PUBLIC PEACE VIOLATION,56
63,2013,ROBBERY,110
63,2013,SEX OFFENSE,26
63,2013,STALKING,2
63,2013,THEFT,566
63,2013,WEAPONS VIOLATION,31
63,2014,ARSON,9
63,2014,ASSAULT,153
63,2014,BATTERY,446
63,2014,BURGLARY,179
63,2014,CRIM SEXUAL ASSAULT,7
63,2014,CRIMINAL DAMAGE,365
63,2014,CRIMINAL TRESPASS,49
63,2014,DECEPTIVE PRACTICE,125
63,2014,GAMBLING,2
63,2014,HOMICIDE,5
63,2014,INTERFERENCE WITH PUBLIC OFFICER,8
63,2014,KIDNAPPING,4
63,2014,LIQUOR LAW VIOLATION,5
63,2014,MOTOR VEHICLE THEFT,134
63,2014,NARCOTICS,259
63,2014,OBSCENITY,2
63,2014,OFFENSE INVOLVING CHILDREN,29
63,2014,OTHER OFFENSE,164
63,2014,PROSTITUTION,4
63,2014,PUBLIC PEACE VIOLATION,52
63,2014,ROBBERY,82
63,2014,SEX OFFENSE,15
63,2014,STALKING,2
63,2014,THEFT,498
63,2014,WEAPONS VIOLATION,28
63,2015,ARSON,6
63,2015,ASSAULT,160
63,2015,BATTERY,453
63,2015,BURGLARY,156
63,2015,CONCEALED CARRY LICENSE VIOLATION,1
63,2015,CRIM SEXUAL ASSAULT,11
63,2015,CRIMINAL DAMAGE,300
63,2015,CRIMINAL TRESPASS,36
63,2015,DECEPTIVE PRACTICE,94
63,2015,HOMICIDE,8
63,2015,INTERFERENCE WITH PUBLIC OFFICER,5
63,2015,INTIMIDATION,1
63,2015,KIDNAPPING,3
63,2015,MOTOR VEHICLE THEFT,121
63,2015,NARCOTICS,199
63,2015,NON - CRIMINAL,1
63,2015,OFFENSE INVOLVING CHILDREN,40
63,2015,OTHER OFFENSE,152
63,2015,PROSTITUTION,8
63,2015,PUBLIC PEACE VIOLATION,31
63,2015,ROBBERY,119
63,2015,SEX OFFENSE,17
63,2015,STALKING,2
63,2015,THEFT,410
63,2015,WEAPONS VIOLATION,30
63,2016,ARSON,3
63,2016,ASSAULT,175
63,2016,BATTERY,475
63,2016,BURGLARY,175
63,2016,CRIM SEXUAL ASSAULT,16
63,2016,CRIMINAL DAMAGE,356
63,2016,CRIMINAL TRESPASS,22
63,2016,DECEPTIVE PRACTICE,109
63,2016,HOMICIDE,14
63,2016,INTERFERENCE WITH PUBLIC OFFICER,9
63,2016,INTIMIDATION,2
63,2016,KIDNAPPING,1
63,2016,LIQUOR LAW VIOLATION,1
63,2016,MOTOR VEHICLE THEFT,124
63,2016,NARCOTICS,104
63,2016,OBSCENITY,1
63,2016,OFFENSE INVOLVING CHILDREN,42
63,2016,OTHER OFFENSE,144
63,2016,PUBLIC PEACE VIOLATION,18
63,2016,ROBBERY,112
63,2016,SEX OFFENSE,12
63,2016,STALKING,3
63,2016,THEFT,410
63,2016,WEAPONS VIOLATION,31
63,2017,ARSON,12
63,2017,ASSAULT,158
63,2017,BATTERY,443
63,2017,BURGLARY,153
63,2017,CRIM SEXUAL ASSAULT,14
63,2017,CRIMINAL DAMAGE,289
63,2017,CRIMINAL TRESPASS,37
63,2017,DECEPTIVE PRACTICE,104
63,2017,GAMBLING,1
63,2017,HOMICIDE,11
63,2017,INTERFERENCE WITH PUBLIC OFFICER,8
63,2017,INTIMIDATION,1
63,2017,KIDNAPPING,3
63,2017,LIQUOR LAW VIOLATION,3
63,2017,MOTOR VEHICLE THEFT,134
63,2017,NARCOTICS,83
63,2017,OFFENSE INVOLVING CHILDREN,31
63,2017,OTHER OFFENSE,165
63,2017,PROSTITUTION,1
63,2017,PUBLIC PEACE VIOLATION,14
63,2017,ROBBERY,162
63,2017,SEX OFFENSE,16
63,2017,STALKING,1
63,2017,THEFT,425
63,2017,WEAPONS VIOLATION,38
63,2018,ARSON,4
63,2018,ASSAULT,162
63,2018,BATTERY,394
63,2018,BURGLARY,116
63,2018,CONCEALED CARRY LICENSE VIOLATION,1
63,2018,CRIM SEXUAL ASSAULT,15
63,2018,CRIMINAL DAMAGE,269
63,2018,CRIMINAL TRESPASS,40
63,2018,DECEPTIVE PRACTICE,112
63,2018,HOMICIDE,3
63,2018,HUMAN TRAFFICKING,1
63,2018,INTERFERENCE WITH PUBLIC OFFICER,8
63,2018,INTIMIDATION,2
63,2018,KIDNAPPING,6
63,2018,LIQUOR LAW VIOLATION,2
63,2018,MOTOR VEHICLE THEFT,101
63,2018,NARCOTICS,89
63,2018,OBSCENITY,1
63,2018,OFFENSE INVOLVING CHILDREN,26
63,2018,OTHER OFFENSE,152
63,2018,PUBLIC PEACE VIOLATION,12
63,2018,ROBBERY,81
63,2018,SEX OFFENSE,11
63,2018,STALKING,2
63,2018,THEFT,394
63,2018,WEAPONS VIOLATION,62
64,2010,ARSON,2
64,2010,ASSAULT,93
64,2010,BATTERY,253
64,2010,BURGLARY,132
64,2010,CRIM SEXUAL ASSAULT,2
64,2010,CRIMINAL DAMAGE,268
64,2010,CRIMINAL TRESPASS,24
64,2010,DECEPTIVE PRACTICE,44
64,2010,GAMBLING,1
64,2010,INTERFERENCE WITH PUBLIC OFFICER,1
64,2010,INTIMIDATION,1
64,2010,KIDNAPPING,3
64,2010,LIQUOR LAW VIOLATION,2
64,2010,MOTOR VEHICLE THEFT,60
64,2010,NARCOTICS,69
64,2010,OBSCENITY,1
64,2010,OFFENSE INVOLVING CHILDREN,16
64,2010,OTHER OFFENSE,117
64,2010,PROSTITUTION,2
64,2010,PUBLIC PEACE VIOLATION,35
64,2010,ROBBERY,16
64,2010,SEX OFFENSE,2
64,2010,STALKING,1
64,2010,THEFT,248
64,2010,WEAPONS VIOLATION,6
64,2011,ARSON,4
64,2011,ASSAULT,99
64,2011,BATTERY,233
64,2011,BURGLARY,164
64,2011,CRIM SEXUAL ASSAULT,3
64,2011,CRIMINAL DAMAGE,240
64,2011,CRIMINAL TRESPASS,17
64,2011,DECEPTIVE PRACTICE,54
64,2011,INTIMIDATION,1
64,2011,KIDNAPPING,1
64,2011,LIQUOR LAW VIOLATION,4
64,2011,MOTOR VEHICLE THEFT,34
64,2011,NARCOTICS,60
64,2011,OBSCENITY,1
64,2011,OFFENSE INVOLVING CHILDREN,18
64,2011,OTHER OFFENSE,111
64,2011,PUBLIC PEACE VIOLATION,14
64,2011,ROBBERY,18
64,2011,SEX OFFENSE,10
64,2011,THEFT,245
64,2011,WEAPONS VIOLATION,8
64,2012,ARSON,2
64,2012,ASSAULT,72
64,2012,BATTERY,236
64,2012,BURGLARY,106
64,2012,CRIM SEXUAL ASSAULT,3
64,2012,CRIMINAL DAMAGE,234
64,2012,CRIMINAL TRESPASS,16
64,2012,DECEPTIVE PRACTICE,72
64,2012,INTERFERENCE WITH PUBLIC OFFICER,3
64,2012,INTIMIDATION,3
64,2012,KIDNAPPING,1
64,2012,LIQUOR LAW VIOLATION,5
64,2012,MOTOR VEHICLE THEFT,38
64,2012,NARCOTICS,54
64,2012,OBSCENITY,1
64,2012,OFFENSE INVOLVING CHILDREN,9
64,2012,OTHER OFFENSE,123
64,2012,PUBLIC PEACE VIOLATION,11
64,2012,ROBBERY,23
64,2012,SEX OFFENSE,4
64,2012,STALKING,2
64,2012,THEFT,254
64,2012,WEAPONS VIOLATION,6
64,2013,ARSON,1
64,2013,ASSAULT,59
64,2013,BATTERY,182
64,2013,BURGLARY,102
64,2013,CRIM SEXUAL ASSAULT,7
64,2013,CRIMINAL DAMAGE,199
64,2013,CRIMINAL TRESPASS,27
64,2013,DECEPTIVE PRACTICE,79
64,2013,HOMICIDE,1
64,2013,INTERFERENCE WITH PUBLIC OFFICER,4
64,2013,INTIMIDATION,2
64,2013,KIDNAPPING,1
64,2013,LIQUOR LAW VIOLATION,2
64,2013,MOTOR VEHICLE THEFT,41
64,2013,NARCOTICS,46
64,2013,OFFENSE INVOLVING CHILDREN,23
64,2013,OTHER OFFENSE,83
